1.2,4.8,12.8
1.2,9.2,14.4
1.6,3.6,15.6
1.2,4.8,18.4
1.2,8.8,32.4
0.8,12.4,37.2
0.4,15.6,37.6
1.6,11.6,37.6
6,14,42
11.6,12.8,50
14.4,8.4,55.2
52,9.6,42
66.4,13.6,36.4
76.4,11.6,34.8
72,9.2,32.8
65.6,10,35.2
52.8,7.6,30.4
23.2,11.6,22
4,7.6,11.2
2,5.2,13.2
1.6,2.4,11.2
1.2,7.2,7.6
2.4,10,6.8
0.8,6,6.8
1.6,5.2,6.4
1.6,8.8,7.2
1.2,7.6,6.8
3.2,12.8,7.2
6.4,20.8,8
15.6,11.2,7.6
24.8,8.8,7.2
62,6.8,7.2
81.6,2.4,8.8
89.6,3.2,15.2
96.4,6.4,16.8
99.6,25.6,17.2
87.6,14,22
69.2,9.2,22
61.2,17.6,18.4
57.6,6,17.2
50.4,4.8,20
45.2,7.2,19.2
22.8,4.4,22.8
25.2,16,25.2
9.6,21.2,28.8
11.2,7.6,33.2
9.2,1.2,40
10.8,0.8,35.2
11.2,2,43.2
8.4,2.4,56
9.6,1.2,54.4
19.6,4,56.4
42.4,3.6,56
38.8,1.6,47.6
52,1.6,35.6
58,2,30.8
53.2,4.4,26.4
59.6,7.2,17.6
58.8,9.6,14.4
54.8,13.6,14.4
52.4,11.6,16
64,12.8,22.4
57.2,10.4,25.6
52.8,10.8,24.4
37.6,12,28
38,11.2,29.6
50,10.4,33.2
53.6,8.8,32
44.4,8,29.6
33.2,7.2,30.4
45.6,5.6,37.2
49.6,4.4,42
50.4,2,45.6
15.2,4,51.2
29.2,6,49.2
51.6,3.6,41.6
64.8,8,44
105.2,11.2,46.4
119.6,16.4,51.2
108.4,22,47.6
133.2,14,50
128.4,10.4,41.6
108,9.6,38.8
100.4,10,33.2
86.4,8.8,26
79.6,7.6,20
66.8,10.4,17.2
43.6,5.6,14
30,4.8,11.2
15.6,7.6,10.4
8.4,7.6,8.8
18.8,4.4,8
26,4.4,8.8
32.4,4.4,9.2
30,5.6,8.8
35.2,5.2,8.8
33.6,8,10.4
37.6,11.2,10
26,12,11.2
66,12.8,20.8
106.4,6.4,28.8
117.2,4.8,28
122.8,8.8,27.2
119.2,8.4,18.8
112,8,15.6
98.4,10,12.8
86.8,12.4,10.4
76.4,14.4,7.2
68.8,15.6,4.4
55.2,9.6,4.4
53.6,12,4.4
51.6,8.8,4.8
15.6,9.2,7.2
28,11.2,6.4
41.2,15.2,6.4
35.6,15.6,6.4
23.6,12.4,5.6
23.6,9.2,5.2
42.4,6.8,4.4
55.6,6,4.4
55.6,4,6
54.8,5.2,9.6
44.8,7.2,14.4
80.8,5.6,30.8
100.8,5.2,43.2
104.4,4.8,36.4
102.4,3.6,25.2
96,5.2,23.6
84,7.2,20.8
73.2,9.2,23.2
64,13.2,28
63.2,20.8,31.2
58,14.4,23.2
43.2,7.2,18
29.6,3.6,17.2
22.8,4.4,19.2
31.2,4.8,21.2
32,6.4,25.2
21.6,6.4,24
19.2,7.2,20.8
26,6.4,20.4
24.8,7.6,16.4
29.2,8,13.6
32.4,11.2,14.8
40.8,12.4,17.6
42.4,13.6,20.8
75.2,8.8,23.6
93.2,2.8,34
80.4,1.6,42.4
60.8,1.6,42
67.6,1.2,40
53.2,2.4,48.8
45.2,2.8,53.6
54.8,4.8,69.6
61.6,1.2,45.2
50.4,2,64
41.2,2.4,43.6
30.4,1.2,30.8
14.8,2,28
8.8,2.8,29.6
9.2,1.6,26.8
14.4,1.6,25.2
11.2,1.2,26
8.4,1.6,27.2
15.6,2.4,24.4
23.6,2.4,26.8
33.2,3.6,22
36,6.8,20.4
39.2,14.8,20.4
46.8,5.6,22.4
72,5.6,20.8
65.6,2,24.4
66.4,2.8,27.6
60,2.8,30
72.4,6,28.4
71.6,6.8,22.4
50.4,13.6,20.4
38.4,10.4,16
33.6,5.6,11.6
36,2,10.8
30,0.8,11.6
19.6,4,12
32.8,1.2,10.8
26.8,0.4,11.6
22.4,0.8,10.4
30.8,0.8,10.8
11.6,0.4,10.4
17.2,1.6,9.6
15.6,0.8,10
22,1.2,10.8
24.8,1.6,14.4
18,0.8,17.6
64.8,0.8,25.6
88.8,1.2,51.2
95.6,1.2,38
76,2.4,42.8
75.2,2.4,44
82.4,3.2,45.2
77.6,2,45.2
71.2,2.4,34.4
66,6,24.4
46.4,3.6,13.2
42.4,14.4,7.6
25.6,6.4,9.2
14.8,15.2,8.4
4.8,15.2,9.2
6.4,6,8.4
10.4,6,7.6
14,5.6,7.6
8,5.2,7.6
10.4,10,10
9.2,9.6,17.2
21.2,15.2,15.6
23.2,17.6,20.4
12,20.4,24.8
28,18.8,28.8
64.4,2.8,32
83.6,1.6,36
77.2,3.6,44
102,2.4,46
95.6,4,57.2
74.8,4,58.4
97.6,7.2,44.8
94.4,5.2,34.4
81.2,6.8,25.2
28.8,8,13.2
18,24.4,13.2
6,18.8,16
8.4,11.6,12
18.4,7.2,14
14.8,5.6,16.4
10.8,5.6,18.8
15.6,6.4,21.2
15.2,7.2,23.2
23.6,9.2,20.4
22.4,17.2,21.6
17.2,24.4,28.4
50.8,8.4,31.6
81.6,3.2,33.2
93.6,2.4,27.6
105.2,5.2,20.4
104.8,4,22.8
104.4,4.8,27.2
95.2,4.8,26.8
78.8,5.6,20.8
57.2,6.4,14
60.4,7.6,7.6
30.4,6.8,5.6
16.8,9.6,7.6
10.4,12.8,6.4
4.4,7.6,6
6,2.8,5.6
8.8,3.2,5.2
5.2,4,5.6
6.8,5.2,5.6
12,3.2,6
14.4,4,6
8.8,7.2,6.8
12.4,22.4,6.8
14.4,13.2,7.6
20,12,10.8
68,6.4,12
80,8.8,13.6
78,10.4,18.8
72.4,15.6,20.8
92,11.6,15.2
73.2,15.6,17.6
62.4,6.4,14.8
57.6,5.6,14.4
49.6,6.4,9.6
38,7.6,10
8.8,10.8,12.8
4.8,10,12.4
6,11.2,11.2
10.8,10.4,13.2
12.4,10.4,13.2
14.4,10.8,12.4
23.6,11.2,13.2
37.6,11.2,15.6
36.8,8.8,20.8
18.4,8.4,22
16.8,9.2,20
32.4,10,18.8
50,5.2,20.8
65.2,7.2,24
69.2,9.6,23.6
76.8,8.8,17.2
72.4,6.4,14
74.4,5.6,9.2
72.4,12,6.4
53.6,27.6,10
46.4,8,8
50,6.4,6.4
42,5.6,8.8
40.8,5.2,14.4
37.6,12,17.2
41.2,14.4,18.8
33.6,14,24.8
29.2,13.6,25.2
10.8,14,25.2
4.8,16,23.2
10,13.2,22.4
23.6,11.6,28.4
31.6,10.8,32.4
24,14.8,33.6
42.8,12.4,31.2
56.8,10.8,34
60,8,26.8
72,8.4,24.8
79.2,11.2,29.6
70.8,20,28.4
73.6,20.4,17.6
71.2,25.2,13.2
70,15.6,10
70.8,21.2,9.2
72,23.2,8.8
72.4,22.8,11.2
70.4,21.2,10.8
72,8,10.4
67.2,7.6,11.2
59.6,8.8,14.8
56,8.4,16
60.8,7.2,16
52,6.8,14
46,8,14
32.8,7.2,14
33.2,6.8,13.2
36.4,7.6,18.4
50,8,22.4
84,7.2,23.6
86.8,8.4,23.2
78.8,9.2,38.8
85.2,11.2,19.6
100.8,12.8,6.8
84,12.8,3.6
74,10.4,4
69.2,15.6,3.6
61.2,18.4,3.2
56.4,17.6,3.2
50.8,18.4,3.6
66.4,15.2,2.8
70.8,14,2.4
72.4,11.2,2.4
76.4,11.6,3.2
82.4,12.4,4.4
88,11.6,5.2
87.2,10.8,5.2
82.8,8.8,5.2
87.6,8.8,5.6
92.8,10.8,9.2
87.2,10,12
86.8,11.2,10.4
104.8,7.2,17.6
