9.4,4.4,5.2
18,2.8,4.8
13.4,2.4,4
18,3,4.2
18.4,6.2,4.2
24.2,3.4,5
28.4,1.8,10.4
44.8,1.6,13.2
50.2,1.2,15.4
55.4,0.6,14.6
56.4,1,13.6
54.2,1.2,16.4
52.8,1.4,20
52.8,1.2,25
43.8,1.2,28
30.8,1.2,11.2
27.2,1,10
24.4,1,12
21.8,1.2,11.2
20.6,1.8,9.8
18,1.2,10.2
14.6,1,10.8
11.6,1.2,11.2
6,0.8,11.4
4.8,0.6,7
9.4,0.6,5.4
14,1,4.8
16.2,1.6,5
15.2,2.6,5
17.8,6.2,5
37.6,5.6,5.8
49.8,6.4,7.2
50.4,4.8,6.8
48.2,5,7.8
46.2,5.2,12.4
46.2,11,29.8
40.8,9.4,23.2
38.2,6.8,25.6
29.6,6,17.8
16.4,4.6,11
8.2,5,7
4.8,3,6.2
3.2,5,5.4
1,2,5.2
0.6,2.4,6.4
0.6,4.6,7.2
0.8,1.8,7.8
0.6,2.4,9.2
0.6,4.4,16.2
0.4,6.2,18.6
0.2,7.8,18.8
0.8,5.8,18.8
3,7,21
5.8,6.4,25
7.2,4.2,27.6
26,4.8,21
33.2,6.8,18.2
38.2,5.8,17.4
36,4.6,16.4
32.8,5,17.6
26.4,3.8,15.2
11.6,5.8,11
2,3.8,5.6
1,2.6,6.6
0.8,1.2,5.6
0.6,3.6,3.8
1.2,5,3.4
0.4,3,3.4
0.8,2.6,3.2
0.8,4.4,3.6
0.6,3.8,3.4
1.6,6.4,3.6
3.2,10.4,4
7.8,5.6,3.8
12.4,4.4,3.6
31,3.4,3.6
40.8,1.2,4.4
44.8,1.6,7.6
48.2,3.2,8.4
49.8,12.8,8.6
43.8,7,11
34.6,4.6,11
30.6,8.8,9.2
28.8,3,8.6
25.2,2.4,10
22.6,3.6,9.6
11.4,2.2,11.4
12.6,8,12.6
4.8,10.6,14.4
5.6,3.8,16.6
4.6,0.6,20
5.4,0.4,17.6
5.6,1,21.6
4.2,1.2,28
4.8,0.6,27.2
9.8,2,28.2
21.2,1.8,28
19.4,0.8,23.8
26,0.8,17.8
29,1,15.4
26.6,2.2,13.2
29.8,3.6,8.8
29.4,4.8,7.2
27.4,6.8,7.2
26.2,5.8,8
32,6.4,11.2
28.6,5.2,12.8
26.4,5.4,12.2
18.8,6,14
19,5.6,14.8
25,5.2,16.6
26.8,4.4,16
22.2,4,14.8
16.6,3.6,15.2
22.8,2.8,18.6
24.8,2.2,21
25.2,1,22.8
7.6,2,25.6
14.6,3,24.6
25.8,1.8,20.8
32.4,4,22
52.6,5.6,23.2
59.8,8.2,25.6
54.2,11,23.8
66.6,7,25
64.2,5.2,20.8
54,4.8,19.4
50.2,5,16.6
43.2,4.4,13
39.8,3.8,10
33.4,5.2,8.6
21.8,2.8,7
15,2.4,5.6
7.8,3.8,5.2
4.2,3.8,4.4
9.4,2.2,4
13,2.2,4.4
16.2,2.2,4.6
15,2.8,4.4
17.6,2.6,4.4
16.8,4,5.2
18.8,5.6,5
13,6,5.6
33,6.4,10.4
53.2,3.2,14.4
58.6,2.4,14
61.4,4.4,13.6
59.6,4.2,9.4
56,4,7.8
49.2,5,6.4
43.4,6.2,5.2
38.2,7.2,3.6
34.4,7.8,2.2
27.6,4.8,2.2
26.8,6,2.2
25.8,4.4,2.4
7.8,4.6,3.6
14,5.6,3.2
20.6,7.6,3.2
17.8,7.8,3.2
11.8,6.2,2.8
11.8,4.6,2.6
21.2,3.4,2.2
27.8,3,2.2
27.8,2,3
27.4,2.6,4.8
22.4,3.6,7.2
40.4,2.8,15.4
50.4,2.6,21.6
52.2,2.4,18.2
51.2,1.8,12.6
48,2.6,11.8
42,3.6,10.4
36.6,4.6,11.6
32,6.6,14
31.6,10.4,15.6
29,7.2,11.6
21.6,3.6,9
14.8,1.8,8.6
11.4,2.2,9.6
15.6,2.4,10.6
16,3.2,12.6
10.8,3.2,12
9.6,3.6,10.4
13,3.2,10.2
12.4,3.8,8.2
14.6,4,6.8
16.2,5.6,7.4
20.4,6.2,8.8
21.2,6.8,10.4
37.6,4.4,11.8
46.6,1.4,17
40.2,0.8,21.2
30.4,0.8,21
33.8,0.6,20
26.6,1.2,24.4
22.6,1.4,26.8
27.4,2.4,34.8
30.8,0.6,22.6
25.2,1,32
20.6,1.2,21.8
15.2,0.6,15.4
7.4,1,14
4.4,1.4,14.8
4.6,0.8,13.4
7.2,0.8,12.6
5.6,0.6,13
4.2,0.8,13.6
7.8,1.2,12.2
11.8,1.2,13.4
16.6,1.8,11
18,3.4,10.2
19.6,7.4,10.2
23.4,2.8,11.2
36,2.8,10.4
32.8,1,12.2
33.2,1.4,13.8
30,1.4,15
36.2,3,14.2
35.8,3.4,11.2
25.2,6.8,10.2
19.2,5.2,8
16.8,2.8,5.8
18,1,5.4
15,0.4,5.8
9.8,2,6
16.4,0.6,5.4
13.4,0.2,5.8
11.2,0.4,5.2
15.4,0.4,5.4
5.8,0.2,5.2
8.6,0.8,4.8
7.8,0.4,5
11,0.6,5.4
12.4,0.8,7.2
9,0.4,8.8
32.4,0.4,12.8
44.4,0.6,25.6
47.8,0.6,19
38,1.2,21.4
37.6,1.2,22
41.2,1.6,22.6
38.8,1,22.6
35.6,1.2,17.2
33,3,12.2
23.2,1.8,6.6
21.2,7.2,3.8
12.8,3.2,4.6
7.4,7.6,4.2
2.4,7.6,4.6
3.2,3,4.2
5.2,3,3.8
7,2.8,3.8
4,2.6,3.8
5.2,5,5
4.6,4.8,8.6
10.6,7.6,7.8
11.6,8.8,10.2
6,10.2,12.4
14,9.4,14.4
32.2,1.4,16
41.8,0.8,18
38.6,1.8,22
51,1.2,23
47.8,2,28.6
37.4,2,29.2
48.8,3.6,22.4
47.2,2.6,17.2
40.6,3.4,12.6
14.4,4,6.6
9,12.2,6.6
3,9.4,8
4.2,5.8,6
9.2,3.6,7
7.4,2.8,8.2
5.4,2.8,9.4
7.8,3.2,10.6
7.6,3.6,11.6
11.8,4.6,10.2
11.2,8.6,10.8
8.6,12.2,14.2
25.4,4.2,15.8
40.8,1.6,16.6
46.8,1.2,13.8
52.6,2.6,10.2
52.4,2,11.4
52.2,2.4,13.6
47.6,2.4,13.4
39.4,2.8,10.4
28.6,3.2,7
30.2,3.8,3.8
15.2,3.4,2.8
8.4,4.8,3.8
5.2,6.4,3.2
2.2,3.8,3
3,1.4,2.8
4.4,1.6,2.6
2.6,2,2.8
3.4,2.6,2.8
6,1.6,3
7.2,2,3
4.4,3.6,3.4
6.2,11.2,3.4
7.2,6.6,3.8
10,6,5.4
34,3.2,6
40,4.4,6.8
39,5.2,9.4
36.2,7.8,10.4
46,5.8,7.6
36.6,7.8,8.8
31.2,3.2,7.4
28.8,2.8,7.2
24.8,3.2,4.8
19,3.8,5
4.4,5.4,6.4
2.4,5,6.2
3,5.6,5.6
5.4,5.2,6.6
6.2,5.2,6.6
7.2,5.4,6.2
11.8,5.6,6.6
18.8,5.6,7.8
18.4,4.4,10.4
9.2,4.2,11
8.4,4.6,10
16.2,5,9.4
25,2.6,10.4
32.6,3.6,12
34.6,4.8,11.8
38.4,4.4,8.6
36.2,3.2,7
37.2,2.8,4.6
36.2,6,3.2
26.8,13.8,5
23.2,4,4
25,3.2,3.2
21,2.8,4.4
20.4,2.6,7.2
18.8,6,8.6
20.6,7.2,9.4
16.8,7,12.4
14.6,6.8,12.6
5.4,7,12.6
2.4,8,11.6
5,6.6,11.2
11.8,5.8,14.2
15.8,5.4,16.2
12,7.4,16.8
21.4,6.2,15.6
28.4,5.4,17
30,4,13.4
36,4.2,12.4
39.6,5.6,14.8
35.4,10,14.2
36.8,10.2,8.8
35.6,12.6,6.6
35,7.8,5
35.4,10.6,4.6
36,11.6,4.4
36.2,11.4,5.6
35.2,10.6,5.4
36,4,5.2
33.6,3.8,5.6
29.8,4.4,7.4
28,4.2,8
30.4,3.6,8
26,3.4,7
23,4,7
16.4,3.6,7
16.6,3.4,6.6
18.2,3.8,9.2
25,4,11.2
42,3.6,11.8
43.4,4.2,11.6
39.4,4.6,19.4
42.6,5.6,9.8
50.4,6.4,3.4
42,6.4,1.8
37,5.2,2
34.6,7.8,1.8
30.6,9.2,1.6
28.2,8.8,1.6
25.4,9.2,1.8
33.2,7.6,1.4
35.4,7,1.2
36.2,5.6,1.2
38.2,5.8,1.6
41.2,6.2,2.2
44,5.8,2.6
43.6,5.4,2.6
41.4,4.4,2.6
43.8,4.4,2.8
46.4,5.4,4.6
43.6,5,6
43.4,5.6,5.2
52.4,3.6,8.8
