29.5,11.5,25.5
28,21.5,27
21.5,30.5,35.5
63.5,10.5,39.5
102,4,41.5
117,3,34.5
131.5,6.5,25.5
131,5,28.5
130.5,6,34
119,6,33.5
98.5,7,26
71.5,8,17.5
75.5,9.5,9.5
38,8.5,7
21,12,9.5
13,16,8
5.5,9.5,7.5
7.5,3.5,7
11,4,6.5
6.5,5,7
8.5,6.5,7
15,4,7.5
18,5,7.5
11,9,8.5
15.5,28,8.5
18,16.5,9.5
25,15,13.5
85,8,15
100,11,17
97.5,13,23.5
90.5,19.5,26
115,14.5,19
91.5,19.5,22
78,8,18.5
72,7,18
62,8,12
47.5,9.5,12.5
11,13.5,16
6,12.5,15.5
7.5,14,14
13.5,13,16.5
15.5,13,16.5
18,13.5,15.5
29.5,14,16.5
47,14,19.5
46,11,26
23,10.5,27.5
21,11.5,25
40.5,12.5,23.5
62.5,6.5,26
81.5,9,30
86.5,12,29.5
96,11,21.5
90.5,8,17.5
93,7,11.5
90.5,15,8
67,34.5,12.5
58,10,10
62.5,8,8
52.5,7,11
51,6.5,18
47,15,21.5
51.5,18,23.5
42,17.5,31
36.5,17,31.5
13.5,17.5,31.5
6,20,29
12.5,16.5,28
29.5,14.5,35.5
39.5,13.5,40.5
30,18.5,42
53.5,15.5,39
71,13.5,42.5
75,10,33.5
90,10.5,31
99,14,37
88.5,25,35.5
92,25.5,22
89,31.5,16.5
87.5,19.5,12.5
88.5,26.5,11.5
90,29,11
90.5,28.5,14
88,26.5,13.5
90,10,13
84,9.5,14
74.5,11,18.5
70,10.5,20
76,9,20
65,8.5,17.5
57.5,10,17.5
41,9,17.5
41.5,8.5,16.5
45.5,9.5,23
62.5,10,28
105,9,29.5
108.5,10.5,29
98.5,11.5,48.5
106.5,14,24.5
126,16,8.5
105,16,4.5
92.5,13,5
86.5,19.5,4.5
76.5,23,4
70.5,22,4
63.5,23,4.5
83,19,3.5
88.5,17.5,3
90.5,14,3
95.5,14.5,4
103,15.5,5.5
110,14.5,6.5
109,13.5,6.5
103.5,11,6.5
109.5,11,7
116,13.5,11.5
109,12.5,15
108.5,14,13
131,9,22
